,ID,ComponentSolute,ComponentSolvent,x1,StandardDeviation,x2,Pressure,VapourPressure2,Type,Temperature,Reference,x_CPA,dev
25,171,methane,water,0.000332297,3.323e-06,0.999667703,10.0,10,VLE,283.15,Perry1998,0.0003304722197768867,-0.5491413473830092
26,172,methane,water,0.00026248,2.625e-06,0.99973752,10.0,10,VLE,293.15,Perry1998,0.0002762486907408792,5.245615186253887
27,173,methane,water,0.000219805,2.198e-06,0.999780195,10.0,10,VLE,303.15,Perry1998,0.00023665300635417546,7.664978664805376
28,174,methane,water,0.000189793,1.898e-06,0.999810207,10.0,10,VLE,313.15,Perry1998,0.00020713315086787727,9.136349005430795
29,175,methane,water,0.000171044,1.71e-06,0.999828956,10.0,10,VLE,323.15,Perry1998,0.00018469892982201852,7.983284898633405
30,176,methane,water,0.000157655,1.577e-06,0.999842345,10.0,10,VLE,333.15,Perry1998,0.00016731534220251946,6.1275203466553245
31,177,methane,water,0.000148187,1.482e-06,0.999851813,10.0,10,VLE,343.15,Perry1998,0.00015354152643140697,3.6133577381328728
32,178,methane,water,0.000664595,6.646e-06,0.999335405,20.0,20,VLE,283.15,Perry1998,0.0006393927688669995,-3.792118678744278
33,179,methane,water,0.000524959,5.25e-06,0.999475041,20.0,20,VLE,293.15,Perry1998,0.0005360789350299932,2.118248287960238
34,180,methane,water,0.000439609,4.396e-06,0.999560391,20.0,20,VLE,303.15,Perry1998,0.0004606847211521801,4.794196923215889
35,181,methane,water,0.000379586,3.796e-06,0.999620414,20.0,20,VLE,313.15,Perry1998,0.00040464660149618645,6.602087931637743
36,182,methane,water,0.000342088,3.421e-06,0.999657912,20.0,20,VLE,323.15,Perry1998,0.00036235906101547856,5.9256860852992705
37,183,methane,water,0.000315311,3.153e-06,0.999684689,20.0,20,VLE,333.15,Perry1998,0.00033003980599548147,4.6711995444121825
38,184,methane,water,0.000296373,2.964e-06,0.999703627,20.0,20,VLE,343.15,Perry1998,0.0003050562099167093,2.9298248884713805
39,185,methane,water,0.001661487,1.6615e-05,0.998338513,50.0,50,VLE,283.15,Perry1998,0.0014449552239463818,-13.032408682921872
40,186,methane,water,0.001312398,1.3124e-05,0.998687602,50.0,50,VLE,293.15,Perry1998,0.0012212952709177406,-6.941699780269357
41,187,methane,water,0.001099024,1.099e-05,0.998900976,50.0,50,VLE,303.15,Perry1998,0.0010573513861760172,-3.791783784883945
42,188,methane,water,0.000948965,9.49e-06,0.999051035,50.0,50,VLE,313.15,Perry1998,0.0009352749229542777,-1.4426324517471398
43,189,methane,water,0.000855219,8.552e-06,0.999144781,50.0,50,VLE,323.15,Perry1998,0.000843325447390159,-1.3907025697325528
44,190,methane,water,0.000788277,7.883e-06,0.999211723,50.0,50,VLE,333.15,Perry1998,0.0007735746889858131,-1.8651198771734878
45,191,methane,water,0.000740933,7.409e-06,0.999259067,50.0,50,VLE,343.15,Perry1998,0.0007205348094453786,-2.7530411730374382
46,192,methane,water,0.003322974,3.323e-05,0.996677026,100.0,100,VLE,283.15,Perry1998,0.00245086348519576,-26.24487927995343
47,193,methane,water,0.002624796,2.6248e-05,0.997375204,100.0,100,VLE,293.15,Perry1998,0.0020999447215594644,-19.995888382965212
48,194,methane,water,0.002198047,2.198e-05,0.997801953,100.0,100,VLE,303.15,Perry1998,0.0018398077047299458,-16.29807257397381
49,195,methane,water,0.001897929,1.8979e-05,0.998102071,100.0,100,VLE,313.15,Perry1998,0.0016445946012504488,-13.347938661011618
50,196,methane,water,0.001710439,1.7104e-05,0.998289561,100.0,100,VLE,323.15,Perry1998,0.0014969709629415243,-12.480306930470816
51,197,methane,water,0.001576555,1.5766e-05,0.998423445,100.0,100,VLE,333.15,Perry1998,0.001385060187766623,-12.14640860822344
52,198,methane,water,0.001481867,1.4819e-05,0.998518133,100.0,100,VLE,343.15,Perry1998,0.0013005612592025312,-12.234953663012188
